NumThreads,Estrategia,Tiempo
3,Ordered,0.008705
4,Reduction,0.001511
4,Critical,0.065511
4,Ordered,0.009196
4,Reduction,0.001415
4,Critical,0.064970
4,Ordered,0.008686
4,Reduction,0.001373
4,Critical,0.065492
4,Ordered,0.008942
4,Reduction,0.001456
4,Critical,0.065262
4,Ordered,0.008660
4,Reduction,0.001407
4,Critical,0.065289
4,Ordered,0.009066
4,Reduction,0.001422
4,Critical,0.065270
4,Ordered,0.008708
4,Reduction,0.001415
4,Critical,0.065383
4,Ordered,0.008856
4,Reduction,0.001416
4,Critical,0.065706
4,Ordered,0.008665
4,Reduction,0.001620
4,Critical,0.065420
4,Ordered,0.008763
4,Reduction,0.001419
4,Critical,0.065690
4,Ordered,0.008665
4,Reduction,0.001551
4,Critical,0.065831
4,Ordered,0.008698
4,Reduction,0.001409
4,Critical,0.065695
4,Ordered,0.008690
4,Reduction,0.001409
4,Critical,0.065564
4,Ordered,0.008673
4,Reduction,0.001410
4,Critical,0.065990
4,Ordered,0.008840
4,Reduction,0.001412
4,Critical,0.065962
4,Ordered,0.008693
4,Reduction,0.001412
4,Critical,0.065636
4,Ordered,0.008700
4,Reduction,0.001426
4,Critical,0.065688
4,Ordered,0.008702
4,Reduction,0.001445
4,Critical,0.065916
4,Ordered,0.008705
4,Reduction,0.001470
4,Critical,0.065770
4,Ordered,0.008822
4,Reduction,0.001411
4,Critical,0.065487
4,Ordered,0.008694
4,Reduction,0.001411
4,Critical,0.065833
4,Ordered,0.008681
4,Reduction,0.001412
4,Critical,0.065681
4,Ordered,0.008670
4,Reduction,0.001409
4,Critical,0.065822
4,Ordered,0.008670
4,Reduction,0.001411
4,Critical,0.065831
4,Ordered,0.008665
4,Reduction,0.001407
4,Critical,0.065596
4,Ordered,0.008844
4,Reduction,0.001410
4,Critical,0.065597
4,Ordered,0.008671
4,Reduction,0.001592
4,Critical,0.065632
4,Ordered,0.008701
4,Reduction,0.001408
4,Critical,0.065474
4,Ordered,0.008718
4,Reduction,0.001416
4,Critical,0.065856
4,Ordered,0.008695
4,Reduction,0.001802
4,Critical,0.065808
4,Ordered,0.008716
4,Reduction,0.001412
4,Critical,0.065698
4,Ordered,0.008669
4,Reduction,0.001408
4,Critical,0.065958
4,Ordered,0.009105
4,Reduction,0.001416
4,Critical,0.065596
4,Ordered,0.008671
4,Reduction,0.001407
4,Critical,0.065878
4,Ordered,0.008996
4,Reduction,0.001416
4,Critical,0.065746
4,Ordered,0.008686
4,Reduction,0.001490
4,Critical,0.065823
4,Ordered,0.008724
4,Reduction,0.001545
4,Critical,0.065648
4,Ordered,0.008678
4,Reduction,0.001411
4,Critical,0.065387
4,Ordered,0.008765
4,Reduction,0.001803
4,Critical,0.065216
4,Ordered,0.008665
4,Reduction,0.001467
4,Critical,0.065619
4,Ordered,0.008668
4,Reduction,0.001415
4,Critical,0.065406
4,Ordered,0.008996
4,Reduction,0.001448
4,Critical,0.065352
4,Ordered,0.008680
4,Reduction,0.001631
4,Critical,0.065568
4,Ordered,0.009703
4,Reduction,0.001427
4,Critical,0.065660
4,Ordered,0.008671
4,Reduction,0.001464
4,Critical,0.065843
4,Ordered,0.008722
4,Reduction,0.001413
4,Critical,0.065631
4,Ordered,0.008689
4,Reduction,0.001417
4,Critical,0.065773
4,Ordered,0.008670
4,Reduction,0.001413
4,Critical,0.065696
4,Ordered,0.008823
4,Reduction,0.001446
4,Critical,0.065473
4,Ordered,0.008672
4,Reduction,0.001446
4,Critical,0.065522
4,Ordered,0.008665
4,Reduction,0.001452
4,Critical,0.065693
4,Ordered,0.008699
4,Reduction,0.001429
4,Critical,0.065813
4,Ordered,0.008878
4,Reduction,0.001412
4,Critical,0.065733
4,Ordered,0.008705
4,Reduction,0.001524
4,Critical,0.065707
4,Ordered,0.008729
4,Reduction,0.001408
4,Critical,0.065825
4,Ordered,0.008704
4,Reduction,0.001688
4,Critical,0.066049
4,Ordered,0.008706
4,Reduction,0.001809
4,Critical,0.065643
4,Ordered,0.008998
4,Reduction,0.001420
4,Critical,0.065686
4,Ordered,0.008980
4,Reduction,0.001415
4,Critical,0.065797
4,Ordered,0.008744
4,Reduction,0.001416
4,Critical,0.065876
4,Ordered,0.008673
4,Reduction,0.001451
4,Critical,0.065605
4,Ordered,0.008666
4,Reduction,0.001410
4,Critical,0.065682
4,Ordered,0.008666
4,Reduction,0.001725
4,Critical,0.065625
4,Ordered,0.008880
4,Reduction,0.001414
4,Critical,0.065581
4,Ordered,0.009139
4,Reduction,0.001470
4,Critical,0.065843
4,Ordered,0.009028
4,Reduction,0.001414
4,Critical,0.066038
4,Ordered,0.008718
4,Reduction,0.001413
4,Critical,0.065744
4,Ordered,0.008667
4,Reduction,0.001412
4,Critical,0.065832
4,Ordered,0.008732
4,Reduction,0.001415
4,Critical,0.065724
4,Ordered,0.008668
4,Reduction,0.001425
4,Critical,0.065917
4,Ordered,0.009059
4,Reduction,0.001415
4,Critical,0.065779
4,Ordered,0.008670
4,Reduction,0.001592
4,Critical,0.065455
4,Ordered,0.008761
4,Reduction,0.001413
4,Critical,0.065387
4,Ordered,0.008826
4,Reduction,0.001414
4,Critical,0.065318
4,Ordered,0.008669
4,Reduction,0.001407
4,Critical,0.065450
4,Ordered,0.009962
4,Reduction,0.001423
4,Critical,0.065641
4,Ordered,0.008676
4,Reduction,0.001451
4,Critical,0.065577
4,Ordered,0.008725
4,Reduction,0.001414
4,Critical,0.065542
4,Ordered,0.008669
4,Reduction,0.001434
4,Critical,0.065660
4,Ordered,0.008776
4,Reduction,0.001474
4,Critical,0.065422
4,Ordered,0.008667
4,Reduction,0.001443
4,Critical,0.065464
4,Ordered,0.008682
4,Reduction,0.001409
4,Critical,0.065499
4,Ordered,0.008992
4,Reduction,0.001437
4,Critical,0.065571
4,Ordered,0.008668
4,Reduction,0.001413
4,Critical,0.065634
4,Ordered,0.009562
4,Reduction,0.001417
4,Critical,0.065651
4,Ordered,0.008836
4,Reduction,0.001411
4,Critical,0.065657
4,Ordered,0.009186
4,Reduction,0.001412
4,Critical,0.065678
4,Ordered,0.008672
4,Reduction,0.001574
4,Critical,0.065807
4,Ordered,0.008688
4,Reduction,0.001410
4,Critical,0.065968
4,Ordered,0.008666
4,Reduction,0.001448
4,Critical,0.065894
4,Ordered,0.008668
4,Reduction,0.001408
4,Critical,0.065586
4,Ordered,0.009302
4,Reduction,0.001417
4,Critical,0.065675
4,Ordered,0.008667
4,Reduction,0.001408
4,Critical,0.065450
4,Ordered,0.009056
4,Reduction,0.001416
4,Critical,0.065782
4,Ordered,0.008684
4,Reduction,0.001410
4,Critical,0.065892
4,Ordered,0.008698
4,Reduction,0.001408
4,Critical,0.065780
4,Ordered,0.008666
4,Reduction,0.001440
4,Critical,0.065476
4,Ordered,0.008696
4,Reduction,0.001410
4,Critical,0.065458
4,Ordered,0.008669
4,Reduction,0.001493
4,Critical,0.065517
4,Ordered,0.008665
4,Reduction,0.001407
4,Critical,0.065560
4,Ordered,0.008707
5,Reduction,0.001229
5,Critical,0.067184
5,Ordered,0.008668
5,Reduction,0.001128
5,Critical,0.067417
5,Ordered,0.009465
5,Reduction,0.001134
5,Critical,0.067397
5,Ordered,0.008731
5,Reduction,0.001170
5,Critical,0.067516
5,Ordered,0.008666
5,Reduction,0.001131
5,Critical,0.067434
5,Ordered,0.008699
5,Reduction,0.001129
5,Critical,0.067760
5,Ordered,0.008665
5,Reduction,0.001570
5,Critical,0.067593
5,Ordered,0.008689
5,Reduction,0.001325
5,Critical,0.067834
5,Ordered,0.008711
5,Reduction,0.001128
5,Critical,0.067794
5,Ordered,0.008661
5,Reduction,0.001314
5,Critical,0.067182
5,Ordered,0.008679
5,Reduction,0.001585
5,Critical,0.067644
5,Ordered,0.008922
5,Reduction,0.001189
5,Critical,0.067712
5,Ordered,0.008661
5,Reduction,0.001517
5,Critical,0.067624
5,Ordered,0.008717
5,Reduction,0.001422
5,Critical,0.067874
5,Ordered,0.008719
5,Reduction,0.001144
5,Critical,0.067751
5,Ordered,0.008674
5,Reduction,0.001171
5,Critical,0.067700
5,Ordered,0.008675
5,Reduction,0.001128
5,Critical,0.067932
5,Ordered,0.008973
5,Reduction,0.001189
5,Critical,0.067768
5,Ordered,0.008667
5,Reduction,0.001149
5,Critical,0.067516
5,Ordered,0.008710
5,Reduction,0.001131
5,Critical,0.067588
5,Ordered,0.008744
5,Reduction,0.001129
5,Critical,0.067689
5,Ordered,0.008663
5,Reduction,0.001125
5,Critical,0.067484
5,Ordered,0.008824
5,Reduction,0.001130
5,Critical,0.067644
5,Ordered,0.009405
5,Reduction,0.001133
5,Critical,0.067509
5,Ordered,0.008709
5,Reduction,0.001142
5,Critical,0.067605
5,Ordered,0.008674
5,Reduction,0.001129
5,Critical,0.068207
5,Ordered,0.009368
5,Reduction,0.001427
5,Critical,0.067240
5,Ordered,0.008763
5,Reduction,0.001129
5,Critical,0.067509
5,Ordered,0.008668
5,Reduction,0.001197
5,Critical,0.067420
5,Ordered,0.008693
5,Reduction,0.001128
5,Critical,0.067515
5,Ordered,0.008712
5,Reduction,0.001141
5,Critical,0.067519
5,Ordered,0.008759
5,Reduction,0.001129
5,Critical,0.067587
5,Ordered,0.008737
5,Reduction,0.001140
5,Critical,0.067628
5,Ordered,0.008792
5,Reduction,0.001128
5,Critical,0.067434
5,Ordered,0.009143
5,Reduction,0.001352
5,Critical,0.067527
5,Ordered,0.008746
5,Reduction,0.001132
5,Critical,0.067288
5,Ordered,0.008737
5,Reduction,0.001131
5,Critical,0.067418
5,Ordered,0.008692
5,Reduction,0.001128
5,Critical,0.067462
5,Ordered,0.008662
5,Reduction,0.001708
5,Critical,0.067420
5,Ordered,0.008669
5,Reduction,0.001125
5,Critical,0.067309
5,Ordered,0.008690
5,Reduction,0.001127
5,Critical,0.067524
5,Ordered,0.008851
5,Reduction,0.001134
5,Critical,0.067459
5,Ordered,0.008684
5,Reduction,0.001150
5,Critical,0.067483
5,Ordered,0.008722
5,Reduction,0.001130
5,Critical,0.067477
5,Ordered,0.008730
5,Reduction,0.001130
5,Critical,0.067626
5,Ordered,0.008826
5,Reduction,0.001131
5,Critical,0.067924
5,Ordered,0.008964
5,Reduction,0.001136
5,Critical,0.067454
5,Ordered,0.008679
5,Reduction,0.001167
5,Critical,0.067695
5,Ordered,0.008880
5,Reduction,0.001624
5,Critical,0.067614
5,Ordered,0.009026
5,Reduction,0.001130
5,Critical,0.067619
5,Ordered,0.008670
5,Reduction,0.001241
5,Critical,0.067677
5,Ordered,0.008920
5,Reduction,0.001132
5,Critical,0.067678
5,Ordered,0.008844
5,Reduction,0.001132
5,Critical,0.067767
5,Ordered,0.009773
5,Reduction,0.001637
5,Critical,0.068692
5,Ordered,0.008674
5,Reduction,0.001726
5,Critical,0.067389
5,Ordered,0.008976
5,Reduction,0.001133
5,Critical,0.067906
5,Ordered,0.008675
5,Reduction,0.001274
5,Critical,0.067747
5,Ordered,0.008670
5,Reduction,0.001126
5,Critical,0.067870
5,Ordered,0.008715
5,Reduction,0.001142
5,Critical,0.067993
5,Ordered,0.008706
5,Reduction,0.001167
5,Critical,0.067757
5,Ordered,0.008680
5,Reduction,0.001431
5,Critical,0.067905
5,Ordered,0.008701
5,Reduction,0.001130
5,Critical,0.067887
5,Ordered,0.008912
5,Reduction,0.001314
5,Critical,0.067902
5,Ordered,0.008708
5,Reduction,0.001291
5,Critical,0.067822
5,Ordered,0.008686
5,Reduction,0.001129
5,Critical,0.068218
5,Ordered,0.009243
5,Reduction,0.001421
5,Critical,0.068125
5,Ordered,0.008675
5,Reduction,0.001126
5,Critical,0.067963
5,Ordered,0.008828
5,Reduction,0.001143
5,Critical,0.068045
5,Ordered,0.008683
5,Reduction,0.001129
5,Critical,0.068251
5,Ordered,0.008718
5,Reduction,0.001128
5,Critical,0.068194
5,Ordered,0.008768
5,Reduction,0.001127
5,Critical,0.068079
5,Ordered,0.009125
5,Reduction,0.001133
5,Critical,0.068186
5,Ordered,0.008698
5,Reduction,0.001128
5,Critical,0.067937
5,Ordered,0.009180
5,Reduction,0.001132
5,Critical,0.067901
5,Ordered,0.008710
5,Reduction,0.001132
5,Critical,0.068203
5,Ordered,0.008704
5,Reduction,0.001138
5,Critical,0.068015
5,Ordered,0.008672
5,Reduction,0.001160
5,Critical,0.068157
5,Ordered,0.009200
5,Reduction,0.001133
5,Critical,0.068086
5,Ordered,0.008766
5,Reduction,0.001218
5,Critical,0.068030
5,Ordered,0.008684
5,Reduction,0.001453
5,Critical,0.067848
5,Ordered,0.008688
5,Reduction,0.001130
5,Critical,0.067986
5,Ordered,0.008890
5,Reduction,0.001165
5,Critical,0.068566
5,Ordered,0.008670
5,Reduction,0.001179
5,Critical,0.068038
5,Ordered,0.008698
5,Reduction,0.001128
5,Critical,0.068088
5,Ordered,0.008708
5,Reduction,0.001157
5,Critical,0.068261
5,Ordered,0.008668
5,Reduction,0.001131
5,Critical,0.068150
5,Ordered,0.008722
5,Reduction,0.001133
5,Critical,0.068341
5,Ordered,0.009103
5,Reduction,0.001130
5,Critical,0.068148
5,Ordered,0.008674
5,Reduction,0.001129
5,Critical,0.068576
5,Ordered,0.008959
5,Reduction,0.001136
5,Critical,0.068374
5,Ordered,0.008700
5,Reduction,0.001131
5,Critical,0.068165
5,Ordered,0.008657
5,Reduction,0.001180
5,Critical,0.068175
5,Ordered,0.008701
5,Reduction,0.001129
5,Critical,0.067842
5,Ordered,0.008882
5,Reduction,0.001151
5,Critical,0.068108
5,Ordered,0.008678
5,Reduction,0.001143
5,Critical,0.068310
5,Ordered,0.008666
5,Reduction,0.001131
5,Critical,0.068296
5,Ordered,0.009041
5,Reduction,0.001132
5,Critical,0.067801
5,Ordered,0.008914
5,Reduction,0.001464
5,Critical,0.068056
5,Ordered,0.008661
5,Reduction,0.001126
5,Critical,0.068271
5,Ordered,0.008698
5,Reduction,0.001164
5,Critical,0.068237
5,Ordered,0.009246
6,Reduction,0.001861
6,Critical,0.068117
6,Ordered,0.008689
6,Reduction,0.000943
6,Critical,0.065252
6,Ordered,0.008736
6,Reduction,0.000941
6,Critical,0.065057
6,Ordered,0.008696
6,Reduction,0.000943
6,Critical,0.065089
6,Ordered,0.008726
6,Reduction,0.000942
6,Critical,0.065105
6,Ordered,0.008674
6,Reduction,0.000940
6,Critical,0.065771
6,Ordered,0.011709
6,Reduction,0.000946
6,Critical,0.065288
6,Ordered,0.008676
6,Reduction,0.001230
6,Critical,0.065923
6,Ordered,0.009460
6,Reduction,0.000941
6,Critical,0.065271
6,Ordered,0.009197
6,Reduction,0.000957
6,Critical,0.065280
6,Ordered,0.008714
6,Reduction,0.001074
6,Critical,0.065391
6,Ordered,0.008795
6,Reduction,0.001007
6,Critical,0.065229
6,Ordered,0.008708
6,Reduction,0.001222
6,Critical,0.065225
6,Ordered,0.008830
6,Reduction,0.001023
6,Critical,0.065346
6,Ordered,0.008886
6,Reduction,0.000942
6,Critical,0.065452
6,Ordered,0.009043
6,Reduction,0.000944
6,Critical,0.065408
6,Ordered,0.008672
6,Reduction,0.000943
6,Critical,0.065394
6,Ordered,0.009203
6,Reduction,0.000953
6,Critical,0.065268
6,Ordered,0.008763
6,Reduction,0.000943
6,Critical,0.065349
6,Ordered,0.009609
6,Reduction,0.000945
6,Critical,0.065409
6,Ordered,0.008706
6,Reduction,0.000942
6,Critical,0.065179
6,Ordered,0.008695
6,Reduction,0.000940
6,Critical,0.065353
6,Ordered,0.009701
6,Reduction,0.001141
6,Critical,0.065497
6,Ordered,0.008852
6,Reduction,0.000957
6,Critical,0.065396
6,Ordered,0.008890
6,Reduction,0.000946
6,Critical,0.065052
6,Ordered,0.008780
6,Reduction,0.000941
6,Critical,0.065082
6,Ordered,0.008692
6,Reduction,0.000942
6,Critical,0.065231
6,Ordered,0.008720
6,Reduction,0.000952
6,Critical,0.065187
6,Ordered,0.008690
6,Reduction,0.000943
6,Critical,0.065019
6,Ordered,0.008760
6,Reduction,0.000941
6,Critical,0.065025
6,Ordered,0.008667
6,Reduction,0.000966
6,Critical,0.065200
6,Ordered,0.008718
6,Reduction,0.000939
6,Critical,0.065354
6,Ordered,0.008674
6,Reduction,0.000940
6,Critical,0.065096
6,Ordered,0.008722
6,Reduction,0.000941
6,Critical,0.065219
6,Ordered,0.008657
6,Reduction,0.000945
6,Critical,0.065224
6,Ordered,0.008847
6,Reduction,0.000941
6,Critical,0.065050
6,Ordered,0.008716
6,Reduction,0.000991
6,Critical,0.065283
6,Ordered,0.008673
6,Reduction,0.000947
6,Critical,0.065135
6,Ordered,0.008695
6,Reduction,0.000990
6,Critical,0.065390
6,Ordered,0.008964
6,Reduction,0.000944
6,Critical,0.065271
6,Ordered,0.008692
6,Reduction,0.000941
6,Critical,0.065157
6,Ordered,0.009876
6,Reduction,0.001045
6,Critical,0.065068
6,Ordered,0.008669
6,Reduction,0.000945
6,Critical,0.065043
6,Ordered,0.008860
6,Reduction,0.000940
6,Critical,0.065169
6,Ordered,0.008727
6,Reduction,0.000942
6,Critical,0.065333
6,Ordered,0.009140
6,Reduction,0.000942
6,Critical,0.065341
6,Ordered,0.008704
6,Reduction,0.000944
6,Critical,0.065046
6,Ordered,0.009336
6,Reduction,0.000950
6,Critical,0.065393
6,Ordered,0.008731
6,Reduction,0.000939
6,Critical,0.065168
6,Ordered,0.009357
6,Reduction,0.000944
6,Critical,0.065108
6,Ordered,0.008713
6,Reduction,0.000942
6,Critical,0.064751
6,Ordered,0.008668
6,Reduction,0.000956
6,Critical,0.064869
6,Ordered,0.008722
6,Reduction,0.000943
6,Critical,0.064617
6,Ordered,0.008728
6,Reduction,0.000946
6,Critical,0.064957
6,Ordered,0.008740
6,Reduction,0.001233
6,Critical,0.064726
6,Ordered,0.008693
6,Reduction,0.000946
6,Critical,0.064828
6,Ordered,0.009679
6,Reduction,0.001600
6,Critical,0.064551
6,Ordered,0.008984
6,Reduction,0.000950
6,Critical,0.064792
6,Ordered,0.008763
6,Reduction,0.001055
6,Critical,0.065158
6,Ordered,0.008701
6,Reduction,0.000945
6,Critical,0.064586
6,Ordered,0.008843
6,Reduction,0.001285
6,Critical,0.065012
6,Ordered,0.008805
6,Reduction,0.000942
6,Critical,0.065025
6,Ordered,0.008781
6,Reduction,0.000941
6,Critical,0.065424
6,Ordered,0.008742
6,Reduction,0.000940
6,Critical,0.065269
6,Ordered,0.008745
6,Reduction,0.000946
6,Critical,0.065133
6,Ordered,0.008716
6,Reduction,0.000942
6,Critical,0.065003
6,Ordered,0.008713
6,Reduction,0.001143
6,Critical,0.065370
6,Ordered,0.008733
6,Reduction,0.000941
6,Critical,0.064766
6,Ordered,0.008776
6,Reduction,0.000974
6,Critical,0.065129
6,Ordered,0.008714
6,Reduction,0.001091
6,Critical,0.064976
6,Ordered,0.008735
6,Reduction,0.000940
6,Critical,0.065245
6,Ordered,0.009003
6,Reduction,0.001060
6,Critical,0.065207
6,Ordered,0.008751
6,Reduction,0.000942
6,Critical,0.065791
6,Ordered,0.009822
6,Reduction,0.001640
6,Critical,0.065942
6,Ordered,0.008862
6,Reduction,0.000949
6,Critical,0.065446
6,Ordered,0.009459
6,Reduction,0.000979
6,Critical,0.066079
6,Ordered,0.008738
6,Reduction,0.000944
6,Critical,0.065885
6,Ordered,0.008753
6,Reduction,0.000943
6,Critical,0.065188
6,Ordered,0.008666
6,Reduction,0.000939
6,Critical,0.065274
6,Ordered,0.009017
6,Reduction,0.000945
6,Critical,0.065319
6,Ordered,0.008675
6,Reduction,0.000942
6,Critical,0.065323
6,Ordered,0.009238
6,Reduction,0.000949
6,Critical,0.064995
6,Ordered,0.008690
6,Reduction,0.000940
6,Critical,0.065242
6,Ordered,0.008722
6,Reduction,0.000940
6,Critical,0.065415
6,Ordered,0.008696
6,Reduction,0.000947
6,Critical,0.065061
6,Ordered,0.008787
6,Reduction,0.000955
6,Critical,0.065528
6,Ordered,0.008671
6,Reduction,0.000940
6,Critical,0.065087
6,Ordered,0.008967
6,Reduction,0.000941
6,Critical,0.065391
6,Ordered,0.008672
6,Reduction,0.000946
6,Critical,0.065162
6,Ordered,0.008683
6,Reduction,0.000940
6,Critical,0.065326
6,Ordered,0.008686
6,Reduction,0.000951
6,Critical,0.065226
6,Ordered,0.008686
6,Reduction,0.000939
6,Critical,0.065080
6,Ordered,0.008692
6,Reduction,0.000945
6,Critical,0.065101
6,Ordered,0.008809
6,Reduction,0.000940
6,Critical,0.065073
6,Ordered,0.008793
6,Reduction,0.000944
6,Critical,0.065192
6,Ordered,0.008743
6,Reduction,0.000955
6,Critical,0.065015
6,Ordered,0.008670
6,Reduction,0.000992
6,Critical,0.065222
6,Ordered,0.008756
6,Reduction,0.000941
6,Critical,0.064997
6,Ordered,0.008959
6,Reduction,0.000984
6,Critical,0.065257
6,Ordered,0.008697
6,Reduction,0.000946
6,Critical,0.065172
6,Ordered,0.008962
